,dx,dy,dz
70,0.011778,-0.011778,0.014234
71,0.012278,-0.012278,0.002257
72,0.000556,0.002705,0.002705
73,0.000351,-0.001414,0.001653
74,0.000351,0.001653,-0.001414
75,-0.002257,-0.012278,-0.012278
76,-0.003730,0.004330,0.004330
77,0.002528,-0.001027,0.001797
78,0.002528,0.001797,-0.001027
79,-0.014234,-0.011778,-0.011778
80,-0.004330,0.004330,0.003730
81,-0.002705,0.002705,-0.000556
82,-0.004330,0.003730,0.004330
83,0.001027,-0.002528,0.001797
84,-0.002705,-0.000556,0.002705
85,0.001414,-0.000351,0.001653
86,0.001027,0.001797,-0.002528
87,0.001414,0.001653,-0.000351
88,-0.001803,-0.000884,0.000948
89,-0.001803,0.000948,-0.000884
90,-0.000894,-0.001691,0.003690
91,-0.000894,0.003690,-0.001691
92,-0.000625,0.000034,-0.000799
93,-0.000625,-0.000799,0.000034
94,-0.003690,-0.001691,0.000894
95,-0.003690,0.000894,-0.001691
96,-0.000909,0.002466,0.001813
97,0.000799,0.000034,0.000625
98,-0.000909,0.001813,0.002466
99,-0.000948,-0.000884,0.001803
100,0.000799,0.000625,0.000034
101,0.001691,0.003690,0.000894
102,-0.000948,0.001803,-0.000884
103,0.001691,0.000894,0.003690
104,-0.001813,0.002466,0.000909
105,-0.001813,0.000909,0.002466
106,0.000884,0.000948,0.001803
107,0.000884,0.001803,0.000948
108,-0.002466,0.001813,0.000909
109,-0.002466,0.000909,0.001813
110,-0.000034,-0.000799,0.000625
111,-0.000034,0.000625,-0.000799
112,-0.001382,-0.001646,-0.001646
113,-0.001286,-0.001314,0.004061
114,-0.001286,0.004061,-0.001314
115,0.005713,0.000817,0.000817
116,0.001590,0.001581,0.001040
117,-0.001417,-0.001531,0.001417
118,0.001590,0.001040,0.001581
119,-0.004061,-0.001314,0.001286
120,-0.001417,0.001417,-0.001531
121,-0.000817,0.000817,-0.005713
122,-0.004061,0.001286,-0.001314
123,-0.000817,-0.005713,0.000817
124,-0.000926,0.001871,0.000926
125,-0.001040,0.001581,-0.001590
126,-0.000926,0.000926,0.001871
127,0.001646,-0.001646,0.001382
128,-0.001040,-0.001590,0.001581
129,0.001314,0.004061,0.001286
130,0.001646,0.001382,-0.001646
131,0.001314,0.001286,0.004061
132,-0.001871,0.000926,0.000926
133,-0.001581,0.001040,-0.001590
134,-0.001581,-0.001590,0.001040
135,0.001531,0.001418,0.001418
136,0.003506,0.002529,0.002529
137,-0.003451,-0.002615,0.003451
138,-0.003451,0.003451,-0.002615
139,0.018794,-0.018794,-0.018794
140,-0.002003,0.002003,0.002003
141,-0.002529,0.002529,-0.003506
142,-0.002529,-0.003506,0.002529
143,0.002615,0.003451,0.003451
144,-0.002954,-0.002448,-0.002449
145,-0.000918,-0.000964,0.001572
146,-0.000918,0.001572,-0.000964
147,-0.001844,0.000423,0.000423
148,0.000213,0.000534,0.000232
149,-0.000100,0.000092,0.000100
150,0.000213,0.000232,0.000534
151,-0.001572,-0.000964,0.000918
152,-0.000100,0.000100,0.000092
153,-0.000423,0.000423,0.001844
154,-0.001572,0.000918,-0.000964
155,-0.000423,0.001844,0.000423
156,-0.000109,0.000907,0.000109
157,-0.000232,0.000534,-0.000213
158,-0.000109,0.000109,0.000907
159,0.002448,-0.002448,0.002954
160,-0.000232,-0.000213,0.000534
161,0.000964,0.001572,0.000918
162,0.002449,0.002954,-0.002448
163,0.000964,0.000918,0.001572
164,-0.000907,0.000109,0.000109
165,-0.000534,0.000232,-0.000213
166,-0.000534,-0.000213,0.000232
167,-0.000092,0.000100,0.000100
