,dx,dy,dz
53,0.004084,0.008231,0.004084
54,-0.005828,0.003767,-0.000274
55,-0.004298,0.001626,-0.001626
56,0.003946,0.002661,-0.002661
57,-0.005828,0.000274,-0.003767
58,-0.009457,-0.006363,0.006363
59,-0.000300,0.001086,-0.000300
60,0.006363,-0.006363,-0.009457
61,-0.000300,0.000300,-0.001086
62,0.006363,0.009457,0.006363
63,-0.001086,0.000300,-0.000300
64,-0.001652,-0.001414,0.000351
65,-0.001797,-0.001027,0.002528
66,0.011778,0.014234,0.011778
67,-0.001797,-0.002528,0.001027
68,0.012278,0.002257,0.012278
69,-0.001653,-0.000351,0.001414
70,0.012278,-0.012278,-0.002257
71,0.011778,-0.011778,-0.014234
72,0.000351,-0.001414,-0.001653
73,0.000556,0.002705,-0.002705
74,-0.002257,-0.012278,0.012278
75,0.000351,0.001653,0.001414
76,0.002528,-0.001027,-0.001797
77,-0.003730,0.004330,-0.004330
78,-0.014234,-0.011778,0.011778
79,0.002528,0.001797,0.001027
80,-0.002705,0.002705,0.000556
81,-0.004330,0.004330,-0.003730
82,0.001027,-0.002528,-0.001797
83,-0.004330,0.003730,-0.004330
84,0.001414,-0.000351,-0.001653
85,-0.002705,-0.000556,-0.002705
86,0.001414,0.001653,0.000351
87,0.001027,0.001797,0.002528
88,-0.001803,-0.000884,-0.000948
89,-0.000894,-0.001691,-0.003690
90,-0.001803,0.000948,0.000884
91,-0.000894,0.003690,0.001691
92,-0.000625,0.000034,0.000799
93,-0.003690,-0.001691,-0.000894
94,-0.000625,-0.000799,-0.000034
95,-0.003690,0.000894,0.001691
96,0.000799,0.000034,-0.000625
97,-0.000909,0.002466,-0.001813
98,-0.000948,-0.000884,-0.001803
99,-0.000909,0.001813,-0.002466
100,0.001691,0.003690,-0.000894
101,0.000799,0.000625,-0.000034
102,0.001691,0.000894,-0.003690
103,-0.000948,0.001803,0.000884
104,-0.001813,0.002466,-0.000909
105,0.000884,0.000948,-0.001803
106,-0.001813,0.000909,-0.002466
107,0.000884,0.001803,-0.000948
108,-0.002466,0.001813,-0.000909
109,-0.000034,-0.000799,-0.000625
110,-0.002466,0.000909,-0.001813
111,-0.000034,0.000625,0.000799
112,-0.001286,-0.001314,-0.004061
113,-0.001382,-0.001646,0.001646
114,0.005713,0.000817,-0.000817
115,-0.001286,0.004061,0.001314
116,-0.001417,-0.001531,-0.001417
117,0.001590,0.001581,-0.001040
118,-0.004061,-0.001314,-0.001286
119,0.001590,0.001040,-0.001581
120,-0.000817,0.000817,0.005713
121,-0.001417,0.001417,0.001531
122,-0.000817,-0.005713,-0.000817
123,-0.004061,0.001286,0.001314
124,-0.001040,0.001581,0.001590
125,-0.000926,0.001871,-0.000926
126,0.001646,-0.001646,-0.001382
127,-0.000926,0.000926,-0.001871
128,0.001314,0.004061,-0.001286
129,-0.001040,-0.001590,-0.001581
130,0.001314,0.001286,-0.004061
131,0.001646,0.001382,0.001646
132,-0.001581,0.001040,0.001590
133,-0.001871,0.000926,-0.000926
134,0.001531,0.001418,-0.001418
135,-0.001581,-0.001590,-0.001040
136,-0.003451,-0.002615,-0.003451
137,0.003506,0.002529,-0.002529
138,0.018794,-0.018794,0.018794
139,-0.003451,0.003451,0.002615
140,-0.002529,0.002529,0.003506
141,-0.002003,0.002003,-0.002003
142,0.002615,0.003451,-0.003451
143,-0.002529,-0.003506,-0.002529
144,-0.000918,-0.000964,-0.001572
145,-0.002954,-0.002449,0.002448
146,-0.001844,0.000423,-0.000423
147,-0.000918,0.001572,0.000964
148,-0.000100,0.000092,-0.000100
149,0.000213,0.000534,-0.000232
150,-0.001572,-0.000964,-0.000918
151,0.000213,0.000232,-0.000534
152,-0.000423,0.000423,-0.001844
153,-0.000100,0.000100,-0.000092
154,-0.000423,0.001844,-0.000423
155,-0.001572,0.000918,0.000964
156,-0.000232,0.000534,0.000213
157,-0.000109,0.000907,-0.000109
158,0.002449,-0.002448,-0.002954
159,-0.000109,0.000109,-0.000907
160,0.000964,0.001572,-0.000918
161,-0.000232,-0.000213,-0.000534
162,0.000964,0.000918,-0.001572
163,0.002448,0.002954,0.002448
164,-0.000534,0.000232,0.000213
165,-0.000907,0.000109,-0.000109
166,-0.000092,0.000100,-0.000100
167,-0.000534,-0.000213,-0.000232
